Outcome,Patch,Blue1,Blue2,Blue3,Blue4,Blue5,Red1,Red2,Red3,Red4,Red5
1,12.19,AatroxTop,SejuaniJungle,AkaliMid,Kai'SaBot,RakanSupport,CamilleTop,ViegoJungle,SwainMid,Miss FortuneBot,NautilusSupport
0,12.19,JaxTop,Bel'VethJungle,AzirMid,ApheliosBot,SorakaSupport,MaokaiTop,ViegoJungle,ViktorMid,Miss FortuneBot,Renata GlascSupport
0,12.18,GnarTop,SejuaniJungle,RyzeMid,ApheliosBot,LuluSupport,OrnnTop,ViegoJungle,SylasMid,LucianBot,NamiSupport
1,12.19,OrnnTop,TrundleJungle,SylasMid,AsheBot,HeimerdingerSupport,SettTop,KarthusJungle,AkaliMid,VarusBot,KarmaSupport
0,12.2,FioraTop,SejuaniJungle,SylasMid,EzrealBot,KarmaSupport,AkshanTop,KaynJungle,AzirMid,Miss FortuneBot,PykeSupport
1,12.18,CamilleTop,Lee SinJungle,RyzeMid,CaitlynBot,KarmaSupport,OrnnTop,ViJungle,TaliyahMid,LucianBot,NamiSupport
1,12.19,CamilleTop,SejuaniJungle,AzirMid,ApheliosBot,LuluSupport,RenektonTop,Bel'VethJungle,AkaliMid,SennaBot,MaokaiSupport
1,12.19,AatroxTop,ViegoJungle,AkaliMid,ApheliosBot,LuluSupport,IreliaTop,LilliaJungle,AzirMid,Kai'SaBot,NautilusSupport
1,12.19,GnarTop,Bel'VethJungle,AzirMid,ApheliosBot,AmumuSupport,GragasTop,ViegoJungle,ViktorMid,Miss FortuneBot,Renata GlascSupport
0,12.19,RenektonTop,SejuaniJungle,YoneMid,SeraphineBot,AmumuSupport,MaokaiTop,TrundleJungle,AzirMid,CaitlynBot,LuxSupport
0,12.2,RenektonTop,KaynJungle,AzirMid,LucianBot,NamiSupport,GragasTop,ViegoJungle,ViktorMid,TristanaBot,NautilusSupport
0,12.18,AkaliTop,ViegoJungle,LissandraMid,KalistaBot,SorakaSupport,SettTop,Lee SinJungle,TaliyahMid,LucianBot,NamiSupport
0,12.19,SejuaniTop,ViegoJungle,LeBlancMid,Miss FortuneBot,AmumuSupport,MaokaiTop,ViJungle,AhriMid,DravenBot,PykeSupport
1,12.19,RenektonTop,ViJungle,AzirMid,LucianBot,NamiSupport,CamilleTop,ViegoJungle,TaliyahMid,ApheliosBot,LuluSupport
1,12.2,RenektonTop,GravesJungle,AzirMid,LucianBot,NamiSupport,GangplankTop,SejuaniJungle,LeBlancMid,ApheliosBot,BlitzcrankSupport
1,12.18,OrnnTop,TrundleJungle,ZoeMid,LucianBot,NamiSupport,GnarTop,PoppyJungle,RyzeMid,CaitlynBot,KarmaSupport
1,12.2,SejuaniTop,ViegoJungle,SyndraMid,Miss FortuneBot,YuumiSupport,GangplankTop,HecarimJungle,VexMid,SivirBot,ThreshSupport
1,12.2,DariusTop,MaokaiJungle,AzirMid,LucianBot,NamiSupport,SejuaniTop,GravesJungle,ViktorMid,SivirBot,KarmaSupport
1,12.2,SejuaniTop,Bel'VethJungle,AzirMid,Kai'SaBot,RellSupport,CamilleTop,TrundleJungle,SylasMid,TristanaBot,RakanSupport
0,12.18,YoneTop,GravesJungle,AhriMid,EzrealBot,KarmaSupport,OrnnTop,ViegoJungle,ViktorMid,CaitlynBot,SorakaSupport
1,12.2,OrnnTop,Jarvan IVJungle,AzirMid,Kai'SaBot,NautilusSupport,CamilleTop,MaokaiJungle,CorkiMid,ApheliosBot,BraumSupport
1,12.19,KennenTop,Xin ZhaoJungle,SylasMid,XayahBot,RakanSupport,CamilleTop,DianaJungle,YasuoMid,Kai'SaBot,BlitzcrankSupport
1,12.19,OrnnTop,GravesJungle,OriannaMid,SivirBot,YuumiSupport,YoneTop,MaokaiJungle,TaliyahMid,VayneBot,SorakaSupport
1,12.2,RenektonTop,PoppyJungle,OriannaMid,LucianBot,LeonaSupport,KennenTop,ViJungle,ViktorMid,DravenBot,NamiSupport
1,12.19,FioraTop,PoppyJungle,AzirMid,KalistaBot,NautilusSupport,SamiraTop,SettJungle,LuxMid,ApheliosBot,LuluSupport
1,12.19,AatroxTop,TrundleJungle,SylasMid,XayahBot,BraumSupport,SejuaniTop,ViegoJungle,YoneMid,Kai'SaBot,PykeSupport
0,12.18,AatroxTop,GravesJungle,AzirMid,Miss FortuneBot,LeonaSupport,FioraTop,ViegoJungle,AkaliMid,ApheliosBot,RakanSupport
1,12.19,SejuaniTop,ViegoJungle,ViktorMid,LucianBot,NamiSupport,MaokaiTop,ViJungle,AzirMid,KalistaBot,SorakaSupport
1,12.2,JaxTop,MaokaiJungle,SylasMid,AsheBot,NautilusSupport,SionTop,TrundleJungle,TaliyahMid,CaitlynBot,HeimerdingerSupport
1,12.19,RenektonTop,TrundleJungle,ViktorMid,VarusBot,Tahm KenchSupport,AatroxTop,SejuaniJungle,SylasMid,TristanaBot,BraumSupport
1,12.18,FioraTop,Lee SinJungle,AkaliMid,KalistaBot,NautilusSupport,JayceTop,ViegoJungle,SwainMid,AsheBot,BraumSupport
1,12.2,SejuaniTop,Bel'VethJungle,LeBlancMid,Kai'SaBot,RakanSupport,OrnnTop,MaokaiJungle,SyndraMid,JinxBot,Renata GlascSupport
0,12.19,MalphiteTop,GravesJungle,AkaliMid,LucianBot,NamiSupport,OrnnTop,ViJungle,TaliyahMid,JinxBot,LuluSupport
0,12.2,OrnnTop,GravesJungle,XerathMid,KalistaBot,ThreshSupport,GwenTop,ViegoJungle,SeraphineMid,Miss FortuneBot,BlitzcrankSupport
1,12.19,AatroxTop,TrundleJungle,SylasMid,TristanaBot,NautilusSupport,RenektonTop,GravesJungle,ViktorMid,ApheliosBot,BraumSupport
0,12.18,GragasTop,ViegoJungle,SylasMid,KalistaBot,RakanSupport,RenektonTop,SejuaniJungle,YoneMid,ApheliosBot,NautilusSupport
1,12.2,OrnnTop,MaokaiJungle,SyndraMid,SivirBot,KarmaSupport,FioraTop,SejuaniJungle,SylasMid,ZiggsBot,JannaSupport
1,12.19,OrnnTop,ViegoJungle,SylasMid,EzrealBot,KarmaSupport,AatroxTop,SejuaniJungle,VexMid,Kai'SaBot,LuluSupport
1,12.2,FioraTop,TrundleJungle,AzirMid,SivirBot,YuumiSupport,UrgotTop,MaokaiJungle,YoneMid,ApheliosBot,AlistarSupport
1,12.2,CamilleTop,SejuaniJungle,GalioMid,SivirBot,RellSupport,GragasTop,MaokaiJungle,SylasMid,EzrealBot,YuumiSupport
0,12.2,OlafTop,ShyvanaJungle,ViktorMid,Kog'MawBot,LuluSupport,OrnnTop,UdyrJungle,SylasMid,ApheliosBot,SennaSupport
1,12.2,OrnnTop,HecarimJungle,SylasMid,CaitlynBot,LuxSupport,AatroxTop,ViegoJungle,HeimerdingerMid,JhinBot,LeonaSupport
1,12.2,AatroxTop,TrundleJungle,SylasMid,JinxBot,NautilusSupport,IreliaTop,SejuaniJungle,AzirMid,EzrealBot,KarmaSupport
0,12.2,RyzeTop,ViegoJungle,SylasMid,VarusBot,Renata GlascSupport,GangplankTop,MaokaiJungle,HeimerdingerMid,DravenBot,RakanSupport
0,12.2,AatroxTop,SejuaniJungle,SylasMid,JinxBot,Tahm KenchSupport,KarmaTop,TrundleJungle,VladimirMid,ApheliosBot,BraumSupport
0,12.2,AatroxTop,SejuaniJungle,AzirMid,JinxBot,Tahm KenchSupport,FioraTop,TrundleJungle,EkkoMid,ApheliosBot,Renata GlascSupport
0,12.2,RivenTop,MaokaiJungle,YoneMid,ZiggsBot,RakanSupport,UdyrTop,SejuaniJungle,AkaliMid,ApheliosBot,Renata GlascSupport
1,12.18,AatroxTop,MaokaiJungle,AzirMid,ApheliosBot,Renata GlascSupport,CamilleTop,ViegoJungle,AkaliMid,XayahBot,AsheSupport
0,12.18,GnarTop,Bel'VethJungle,AkaliMid,VarusBot,BraumSupport,OrnnTop,Lee SinJungle,SylasMid,ApheliosBot,Renata GlascSupport
0,12.18,OrnnTop,GravesJungle,AzirMid,CaitlynBot,BraumSupport,RenektonTop,ViegoJungle,AkaliMid,ZiggsBot,LeonaSupport
0,12.18,GragasTop,ViegoJungle,AkaliMid,SivirBot,YuumiSupport,RenektonTop,ViJungle,ViktorMid,YasuoBot,SennaSupport
1,12.18,OrnnTop,Lee SinJungle,ViktorMid,CaitlynBot,KarmaSupport,RenektonTop,ViegoJungle,AzirMid,ApheliosBot,NautilusSupport
0,12.18,AatroxTop,DianaJungle,YoneMid,ApheliosBot,Tahm KenchSupport,CamilleTop,HecarimJungle,SylasMid,NilahBot,RellSupport
1,12.18,GangplankTop,GravesJungle,GalioMid,Kai'SaBot,LeonaSupport,OrnnTop,ViegoJungle,AzirMid,DravenBot,ThreshSupport
1,12.18,RenektonTop,SejuaniJungle,AzirMid,ApheliosBot,LuluSupport,OrnnTop,QiyanaJungle,ViktorMid,LucianBot,NamiSupport
1,12.18,AatroxTop,Bel'VethJungle,AhriMid,VarusBot,KarmaSupport,JaxTop,ViegoJungle,LissandraMid,ZiggsBot,NautilusSupport
1,12.18,OrnnTop,GravesJungle,AzirMid,JinxBot,ThreshSupport,SejuaniTop,ViegoJungle,SylasMid,ApheliosBot,Renata GlascSupport
0,12.18,AatroxTop,ViegoJungle,AkaliMid,Kai'SaBot,LeonaSupport,FioraTop,SejuaniJungle,SylasMid,CaitlynBot,BraumSupport
0,12.18,AatroxTop,ViegoJungle,AkaliMid,Kai'SaBot,LeonaSupport,FioraTop,SejuaniJungle,SylasMid,CaitlynBot,BraumSupport
0,12.18,SejuaniTop,ViegoJungle,AkaliMid,Kai'SaBot,LeonaSupport,OrnnTop,GravesJungle,AzirMid,ApheliosBot,BraumSupport
1,12.18,AatroxTop,Lee SinJungle,AzirMid,CaitlynBot,NautilusSupport,CamilleTop,PoppyJungle,ViktorMid,LucianBot,NamiSupport
0,12.18,JaxTop,ViegoJungle,AkaliMid,XayahBot,RakanSupport,AatroxTop,HecarimJungle,SylasMid,NilahBot,RellSupport
1,12.18,RenektonTop,Lee SinJungle,AzirMid,Kai'SaBot,NautilusSupport,OrnnTop,ViegoJungle,AkaliMid,LucianBot,NamiSupport
0,12.18,CamilleTop,ViJungle,GalioMid,LucianBot,NamiSupport,JaxTop,ViegoJungle,TaliyahMid,ApheliosBot,LuluSupport
1,12.18,YoneTop,PoppyJungle,RyzeMid,LucianBot,NamiSupport,MalphiteTop,Bel'VethJungle,SylasMid,ApheliosBot,LuluSupport
0,12.18,RenektonTop,ViegoJungle,AzirMid,ApheliosBot,LuluSupport,GangplankTop,NocturneJungle,RyzeMid,LucianBot,NamiSupport
0,12.18,SejuaniTop,Bel'VethJungle,SylasMid,JhinBot,KarmaSupport,GragasTop,ViegoJungle,AzirMid,VarusBot,Renata GlascSupport
1,12.18,SejuaniTop,TrundleJungle,ViktorMid,JhinBot,RakanSupport,OrnnTop,ViegoJungle,AzirMid,CaitlynBot,MorganaSupport
1,12.18,SejuaniTop,TrundleJungle,ViktorMid,JhinBot,RakanSupport,OrnnTop,ViegoJungle,AzirMid,CaitlynBot,MorganaSupport
1,12.18,RenektonTop,PoppyJungle,ViktorMid,SivirBot,YuumiSupport,GnarTop,SejuaniJungle,YoneMid,LucianBot,NamiSupport
1,12.18,RenektonTop,PoppyJungle,ViktorMid,SivirBot,YuumiSupport,GnarTop,SejuaniJungle,YoneMid,LucianBot,NamiSupport
0,12.18,CamilleTop,SejuaniJungle,SylasMid,JhinBot,KarmaSupport,RenektonTop,GravesJungle,AzirMid,CaitlynBot,LeonaSupport
0,12.18,AatroxTop,MaokaiJungle,AzirMid,ApheliosBot,LuluSupport,FioraTop,SejuaniJungle,ViktorMid,LucianBot,NamiSupport
1,12.18,AatroxTop,PoppyJungle,AzirMid,XayahBot,RakanSupport,CamilleTop,TrundleJungle,SylasMid,Miss FortuneBot,RellSupport
0,12.18,GangplankTop,GravesJungle,GalioMid,SivirBot,NautilusSupport,RenektonTop,ViegoJungle,AzirMid,EzrealBot,AlistarSupport
1,12.18,SejuaniTop,QiyanaJungle,AkaliMid,LucianBot,NamiSupport,OrnnTop,ViegoJungle,AzirMid,DravenBot,Renata GlascSupport
0,12.18,RenektonTop,ViegoJungle,AkaliMid,SamiraBot,AmumuSupport,OrnnTop,ViJungle,AzirMid,LucianBot,BraumSupport
1,12.18,FioraTop,Lee SinJungle,AkaliMid,SivirBot,YuumiSupport,OrnnTop,ViegoJungle,AzirMid,LucianBot,NamiSupport
1,12.18,SejuaniTop,Lee SinJungle,TaliyahMid,ApheliosBot,LuluSupport,GwenTop,ViegoJungle,SylasMid,LucianBot,NamiSupport
1,12.18,SejuaniTop,ViegoJungle,ViktorMid,Kai'SaBot,NautilusSupport,OrnnTop,PoppyJungle,AkaliMid,LucianBot,NamiSupport
1,12.18,CamilleTop,SejuaniJungle,RyzeMid,XayahBot,GalioSupport,AatroxTop,ViJungle,SylasMid,ZiggsBot,LeonaSupport
0,12.18,AatroxTop,Lee SinJungle,ViktorMid,ApheliosBot,Renata GlascSupport,CamilleTop,ViegoJungle,AzirMid,Kai'SaBot,BlitzcrankSupport
0,12.18,AatroxTop,MaokaiJungle,AzirMid,ApheliosBot,AlistarSupport,CamilleTop,ViegoJungle,AkaliMid,NilahBot,SylasSupport
1,12.18,FioraTop,ViegoJungle,SylasMid,VarusBot,Tahm KenchSupport,CamilleTop,SejuaniJungle,AzirMid,Miss FortuneBot,SorakaSupport
1,12.18,GragasTop,KindredJungle,AhriMid,CaitlynBot,LuxSupport,OrnnTop,GravesJungle,SylasMid,VarusBot,KarmaSupport
0,12.18,SejuaniTop,TrundleJungle,AzirMid,EzrealBot,KarmaSupport,OrnnTop,ViegoJungle,AkaliMid,VarusBot,Renata GlascSupport
0,12.18,RenektonTop,ViegoJungle,RyzeMid,XayahBot,NautilusSupport,GragasTop,KindredJungle,GalioMid,VarusBot,BraumSupport
0,12.2,OlafTop,SejuaniJungle,YoneMid,VarusBot,Renata GlascSupport,GwenTop,ViegoJungle,SylasMid,Kai'SaBot,AmumuSupport
0,12.2,SejuaniTop,ViegoJungle,ViktorMid,ApheliosBot,KarmaSupport,FioraTop,MaokaiJungle,AzirMid,LucianBot,NamiSupport
1,12.2,FioraTop,SejuaniJungle,AzirMid,KalistaBot,NautilusSupport,CamilleTop,ViegoJungle,ViktorMid,VarusBot,BraumSupport
1,12.2,SejuaniTop,Jarvan IVJungle,VarusMid,KarthusBot,SennaSupport,CamilleTop,TrundleJungle,SwainMid,AsheBot,SorakaSupport
0,12.2,OrnnTop,ViegoJungle,LeBlancMid,SivirBot,YuumiSupport,NasusTop,Jarvan IVJungle,KarmaMid,DravenBot,SonaSupport
0,12.2,RenektonTop,GravesJungle,AzirMid,SivirBot,SorakaSupport,GragasTop,ViegoJungle,AkaliMid,VarusBot,Renata GlascSupport
0,12.2,Dr. MundoTop,GravesJungle,OriannaMid,CaitlynBot,Renata GlascSupport,GnarTop,KindredJungle,ViktorMid,ApheliosBot,SorakaSupport
1,12.2,GragasTop,ViJungle,AzirMid,KalistaBot,AmumuSupport,OlafTop,Lee SinJungle,AhriMid,JinxBot,LuluSupport
1,12.2,AatroxTop,TrundleJungle,AkaliMid,LucianBot,NamiSupport,JayceTop,MaokaiJungle,AhriMid,KalistaBot,AmumuSupport
1,12.2,SejuaniTop,HecarimJungle,AkaliMid,Miss FortuneBot,RakanSupport,GragasTop,ViegoJungle,AzirMid,XayahBot,Renata GlascSupport
0,12.2,RenektonTop,Jarvan IVJungle,LeBlancMid,CaitlynBot,ThreshSupport,UdyrTop,MaokaiJungle,AzirMid,Miss FortuneBot,BlitzcrankSupport
1,12.2,SettTop,ViegoJungle,LissandraMid,SivirBot,YuumiSupport,SejuaniTop,Lee SinJungle,AzirMid,Miss FortuneBot,BardSupport
0,12.2,GragasTop,MaokaiJungle,OriannaMid,LucianBot,NamiSupport,OlafTop,ViegoJungle,SeraphineMid,ApheliosBot,LuluSupport
1,12.2,FioraTop,SejuaniJungle,VexMid,Miss FortuneBot,NautilusSupport,GangplankTop,TrundleJungle,SylasMid,ApheliosBot,Tahm KenchSupport
1,12.2,SionTop,NidaleeJungle,RyzeMid,VarusBot,NautilusSupport,OrnnTop,ViJungle,ZoeMid,LucianBot,NamiSupport
1,12.2,FioraTop,GravesJungle,AzirMid,EzrealBot,KarmaSupport,RenektonTop,Jarvan IVJungle,XerathMid,AsheBot,HeimerdingerSupport
0,12.2,SejuaniTop,GravesJungle,ViktorMid,VarusBot,Renata GlascSupport,TrundleTop,ViJungle,AkaliMid,ApheliosBot,SorakaSupport
1,12.2,GnarTop,GravesJungle,AzirMid,KalistaBot,NautilusSupport,OrnnTop,PoppyJungle,TaliyahMid,CaitlynBot,LuxSupport
0,12.2,GragasTop,WukongJungle,OriannaMid,SivirBot,YuumiSupport,FioraTop,MaokaiJungle,AzirMid,ApheliosBot,SonaSupport
1,12.2,GangplankTop,GravesJungle,AkaliMid,AsheBot,HeimerdingerSupport,SionTop,KindredJungle,AzirMid,VarusBot,XerathSupport
1,12.2,SejuaniTop,Jarvan IVJungle,RyzeMid,SivirBot,AsheSupport,YoneTop,GravesJungle,SylasMid,Miss FortuneBot,HeimerdingerSupport
1,12.2,AatroxTop,ViegoJungle,SylasMid,LucianBot,NamiSupport,OrnnTop,GravesJungle,AzirMid,ApheliosBot,LuluSupport
1,12.2,OrnnTop,ViegoJungle,SylasMid,XayahBot,Renata GlascSupport,NasusTop,Lee SinJungle,VexMid,VarusBot,BraumSupport
1,12.2,CamilleTop,OlafJungle,SylasMid,SivirBot,YuumiSupport,RenektonTop,HecarimJungle,AkaliMid,EzrealBot,SonaSupport
1,12.2,YoneTop,GravesJungle,AzirMid,AsheBot,HeimerdingerSupport,OrnnTop,ViegoJungle,AhriMid,LucianBot,NamiSupport
1,12.2,AatroxTop,SejuaniJungle,TaliyahMid,JinxBot,Renata GlascSupport,JaxTop,ViegoJungle,SylasMid,Kog'MawBot,LuluSupport
1,12.2,GragasTop,ViegoJungle,IreliaMid,SeraphineBot,SonaSupport,NasusTop,Kha'ZixJungle,AkaliMid,SivirBot,YuumiSupport
0,12.2,GangplankTop,WukongJungle,SylasMid,VarusBot,Tahm KenchSupport,FioraTop,SejuaniJungle,AkaliMid,Kai'SaBot,RellSupport
1,12.2,SejuaniTop,DianaJungle,YasuoMid,LucianBot,NamiSupport,AatroxTop,ViegoJungle,VexMid,ZiggsBot,NautilusSupport
0,12.2,CamilleTop,MaokaiJungle,VexMid,KalistaBot,NautilusSupport,GwenTop,HecarimJungle,SyndraMid,JinxBot,AlistarSupport
1,12.2,JaxTop,SejuaniJungle,AkaliMid,LucianBot,NamiSupport,OrnnTop,ViegoJungle,SylasMid,VarusBot,SorakaSupport
0,12.2,RenektonTop,GravesJungle,SylasMid,SamiraBot,NautilusSupport,SejuaniTop,KarthusJungle,ZedMid,LucianBot,NamiSupport
0,12.2,CamilleTop,SejuaniJungle,KayleMid,SeraphineBot,RakanSupport,FioraTop,TrundleJungle,SyndraMid,LucianBot,NamiSupport
0,12.2,AatroxTop,Lee SinJungle,LeBlancMid,SivirBot,YuumiSupport,AkaliTop,Jarvan IVJungle,GalioMid,Kai'SaBot,NautilusSupport
0,12.2,OrnnTop,IvernJungle,SylasMid,ApheliosBot,LuluSupport,GwenTop,SejuaniJungle,AkshanMid,LucianBot,NamiSupport
1,12.2,DariusTop,ViegoJungle,ViktorMid,KalistaBot,BraumSupport,SettTop,Lee SinJungle,AzirMid,SamiraBot,LeonaSupport
1,12.2,GnarTop,SejuaniJungle,SylasMid,EzrealBot,BraumSupport,YoneTop,MaokaiJungle,ViktorMid,LucianBot,NamiSupport
1,12.2,GangplankTop,ViegoJungle,ViktorMid,CaitlynBot,Renata GlascSupport,AatroxTop,Lee SinJungle,LeBlancMid,VarusBot,ZyraSupport
0,12.2,SejuaniTop,Xin ZhaoJungle,AkaliMid,Miss FortuneBot,LuluSupport,OlafTop,ViJungle,SylasMid,LucianBot,NamiSupport
0,12.2,NasusTop,GravesJungle,SeraphineMid,JinxBot,BraumSupport,FioraTop,SejuaniJungle,KatarinaMid,ApheliosBot,NautilusSupport
0,12.2,SejuaniTop,ViegoJungle,SylasMid,XayahBot,AmumuSupport,AatroxTop,UdyrJungle,ZoeMid,Kai'SaBot,MaokaiSupport
0,12.2,GragasTop,GravesJungle,SylasMid,ApheliosBot,LuluSupport,SejuaniTop,Jarvan IVJungle,AkaliMid,LucianBot,NamiSupport
1,12.2,SejuaniTop,ViegoJungle,AkaliMid,Miss FortuneBot,AmumuSupport,OrnnTop,GravesJungle,SylasMid,Kai'SaBot,BraumSupport
0,12.2,RenektonTop,GravesJungle,AkaliMid,Kai'SaBot,NautilusSupport,GragasTop,KindredJungle,AzirMid,JhinBot,BraumSupport
0,12.2,OrnnTop,LilliaJungle,JayceMid,Kai'SaBot,NautilusSupport,AatroxTop,GravesJungle,ViktorMid,XayahBot,BraumSupport
0,12.2,SejuaniTop,KindredJungle,AzirMid,CaitlynBot,LuxSupport,OrnnTop,GravesJungle,SylasMid,Miss FortuneBot,AsheSupport
1,12.2,CamilleTop,SejuaniJungle,TaliyahMid,LucianBot,NamiSupport,AatroxTop,WukongJungle,SeraphineMid,DravenBot,NautilusSupport
0,12.2,CamilleTop,SejuaniJungle,AzirMid,SamiraBot,NautilusSupport,OrnnTop,ViegoJungle,SylasMid,CaitlynBot,Tahm KenchSupport
0,12.2,RenektonTop,SejuaniJungle,AkaliMid,JinxBot,ThreshSupport,AatroxTop,PoppyJungle,AzirMid,ApheliosBot,Tahm KenchSupport
1,12.2,OrnnTop,GravesJungle,SeraphineMid,Kog'MawBot,LuluSupport,GwenTop,ViegoJungle,AkaliMid,SivirBot,BlitzcrankSupport
1,12.2,GnarTop,MaokaiJungle,ViktorMid,LucianBot,NamiSupport,YoneTop,ViegoJungle,AzirMid,ApheliosBot,LuluSupport
1,12.2,SionTop,Jarvan IVJungle,AkaliMid,LucianBot,NamiSupport,OrnnTop,NocturneJungle,SyndraMid,Kai'SaBot,LuluSupport
0,12.2,SejuaniTop,HecarimJungle,KarmaMid,SivirBot,YuumiSupport,CamilleTop,ViegoJungle,SeraphineMid,TwitchBot,SonaSupport
1,12.2,RivenTop,ViegoJungle,AzirMid,DravenBot,NautilusSupport,AatroxTop,ViJungle,TaliyahMid,LucianBot,NamiSupport
1,12.2,SionTop,KindredJungle,SeraphineMid,Kog'MawBot,Tahm KenchSupport,JaxTop,Jarvan IVJungle,SylasMid,SivirBot,KarmaSupport
0,12.2,GnarTop,SejuaniJungle,AzirMid,VarusBot,ThreshSupport,GragasTop,GravesJungle,AhriMid,JinxBot,NautilusSupport
1,12.2,SejuaniTop,GravesJungle,AzirMid,CaitlynBot,KarmaSupport,AatroxTop,TrundleJungle,VarusMid,LucianBot,NamiSupport
1,12.2,AatroxTop,Lee SinJungle,AkaliMid,Kai'SaBot,RakanSupport,FioraTop,ViegoJungle,LeBlancMid,KalistaBot,Renata GlascSupport
0,12.2,OrnnTop,ViegoJungle,SyndraMid,LucianBot,NamiSupport,SejuaniTop,KindredJungle,AzirMid,ApheliosBot,LuluSupport
1,12.2,MordekaiserTop,Kha'ZixJungle,AzirMid,VarusBot,Tahm KenchSupport,OrnnTop,GravesJungle,AhriMid,EzrealBot,SorakaSupport
0,12.2,MaokaiTop,HecarimJungle,YoneMid,LucianBot,NamiSupport,MordekaiserTop,TrundleJungle,SyndraMid,SamiraBot,NautilusSupport
1,12.2,AatroxTop,GravesJungle,ViktorMid,SivirBot,LeonaSupport,GnarTop,KindredJungle,AzirMid,Miss FortuneBot,GalioSupport
0,12.2,SionTop,TrundleJungle,SylasMid,EzrealBot,Renata GlascSupport,YoneTop,SejuaniJungle,SettMid,ZiggsBot,AsheSupport
1,12.2,FioraTop,Jarvan IVJungle,SylasMid,LucianBot,NamiSupport,RenektonTop,HecarimJungle,AkshanMid,SeraphineBot,RellSupport
1,12.2,FioraTop,Jarvan IVJungle,GalioMid,LucianBot,NamiSupport,UrgotTop,GravesJungle,ViktorMid,ApheliosBot,KarmaSupport
1,12.2,SejuaniTop,Bel'VethJungle,SeraphineMid,Kai'SaBot,RakanSupport,FioraTop,Jarvan IVJungle,SwainMid,VarusBot,KarmaSupport
0,12.2,GangplankTop,Jarvan IVJungle,SeraphineMid,Miss FortuneBot,RellSupport,AatroxTop,PoppyJungle,AkaliMid,VarusBot,KarmaSupport
1,12.2,AatroxTop,PoppyJungle,SyndraMid,DravenBot,YuumiSupport,RivenTop,Bel'VethJungle,AhriMid,LucianBot,NamiSupport
0,12.2,CamilleTop,Jarvan IVJungle,AzirMid,VarusBot,SorakaSupport,OrnnTop,ViegoJungle,ZiggsMid,EzrealBot,RakanSupport
1,12.2,AatroxTop,GravesJungle,AkaliMid,Kai'SaBot,NautilusSupport,OrnnTop,SejuaniJungle,AzirMid,JinxBot,BraumSupport
1,12.2,JaxTop,ViegoJungle,SeraphineMid,EzrealBot,SorakaSupport,RenektonTop,Jarvan IVJungle,AkaliMid,VarusBot,KarmaSupport
0,12.2,SejuaniTop,GravesJungle,ZiggsMid,SivirBot,YuumiSupport,OrnnTop,Bel'VethJungle,ViktorMid,CaitlynBot,Renata GlascSupport
0,12.2,FioraTop,SejuaniJungle,OriannaMid,VayneBot,KarmaSupport,GwenTop,TrundleJungle,SyndraMid,JinxBot,NautilusSupport
1,12.21,TrundleTop,Jarvan IVJungle,SylasMid,LucianBot,NamiSupport,CamilleTop,SejuaniJungle,SyndraMid,ApheliosBot,LuluSupport
0,12.21,RenektonTop,ViegoJungle,AhriMid,ApheliosBot,LuluSupport,AkaliTop,SejuaniJungle,UdyrMid,LucianBot,NamiSupport
0,12.21,CamilleTop,GravesJungle,SyndraMid,VarusBot,LuluSupport,GnarTop,KindredJungle,GalioMid,XayahBot,RakanSupport
1,12.21,OrnnTop,CaitlynJungle,ViegoMid,AkaliBot,LuxSupport,JayceTop,SejuaniJungle,SylasMid,JhinBot,NautilusSupport
1,12.21,OrnnTop,ViegoJungle,SylasMid,DravenBot,Renata GlascSupport,GangplankTop,SejuaniJungle,AkaliMid,KalistaBot,KarmaSupport
1,12.21,AatroxTop,ViegoJungle,SyndraMid,LucianBot,NamiSupport,CamilleTop,ViJungle,ZiggsMid,Kai'SaBot,NautilusSupport
0,12.21,GragasTop,ViJungle,AkaliMid,DravenBot,NamiSupport,GwenTop,OlafJungle,YoneMid,LucianBot,YuumiSupport
0,12.18,AatroxTop,Lee SinJungle,LeBlancMid,SennaBot,SeraphineSupport,CamilleTop,ViegoJungle,AzirMid,SivirBot,YuumiSupport
0,12.18,SejuaniTop,ViegoJungle,ViktorMid,WukongBot,SennaSupport,OrnnTop,Jarvan IVJungle,AzirMid,ApheliosBot,LuluSupport
1,12.18,GragasTop,TrundleJungle,ViktorMid,JinxBot,ThreshSupport,OrnnTop,ViegoJungle,AzirMid,ApheliosBot,LuluSupport
1,12.18,AatroxTop,ViegoJungle,LissandraMid,LucianBot,NamiSupport,CamilleTop,HecarimJungle,ViktorMid,VarusBot,LuluSupport
0,12.18,OrnnTop,Bel'VethJungle,AzirMid,SivirBot,YuumiSupport,RenektonTop,GravesJungle,SylasMid,Kai'SaBot,LeonaSupport
1,12.18,RenektonTop,Lee SinJungle,AzirMid,KalistaBot,Renata GlascSupport,GragasTop,ViegoJungle,ViktorMid,ApheliosBot,AsheSupport
1,12.18,MaokaiTop,ViJungle,AkaliMid,ApheliosBot,LuluSupport,CamilleTop,Lee SinJungle,SylasMid,LucianBot,NamiSupport
1,12.18,AatroxTop,ViegoJungle,AkaliMid,NilahBot,LeonaSupport,CamilleTop,ViJungle,SylasMid,AsheBot,Renata GlascSupport
1,12.18,IllaoiTop,KarthusJungle,AatroxMid,LucianBot,NamiSupport,SejuaniTop,ViegoJungle,SylasMid,KalistaBot,Renata GlascSupport
